EmployeeID,Age,Gender,Department,Tenure,JobRole,Salary,JobSatisfaction,EngagementScore,PerformanceRating,WorkLifeBalance,DistanceFromHome,TrainingHours,Overtime,EducationLevel,Risk Category
E07588,51,Male,HR,20,Developer,59216,5,56,3,3,43,49,No,High School,Medium Risk
E07589,47,Male,HR,20,Developer,90460,4,54,3,2,33,67,Yes,Master's,Medium Risk
E07590,58,Female,Sales,1,Engineer,62292,9,83,4,5,48,95,No,High School,Low Risk
E07591,55,Male,Sales,6,Developer,89695,10,86,4,5,19,86,No,Bachelor's,Low Risk
E07592,37,Male,R&D,17,Analyst,45056,3,17,1,1,35,37,Yes,Bachelor's,High Risk
E07593,51,Female,HR,14,Engineer,42583,4,52,3,2,22,18,No,High School,Medium Risk
E07594,28,Male,Marketing,8,Technician,101635,1,3,1,1,26,34,Yes,Bachelor's,High Risk
E07595,38,Male,HR,8,Developer,72845,8,75,5,5,22,77,Yes,Master's,Low Risk
E07596,43,Male,Finance,9,Technician,117386,2,29,1,1,13,70,Yes,High School,High Risk
E07597,58,Female,HR,15,Manager,51282,9,85,5,4,9,99,No,Bachelor's,Low Risk
E07598,44,Male,Sales,12,Analyst,116040,10,94,5,5,13,83,Yes,Bachelor's,Low Risk
E07599,53,Female,R&D,19,Manager,54591,2,27,1,1,40,84,Yes,Bachelor's,High Risk
E07600,44,Female,Finance,15,Manager,57736,8,86,5,5,27,94,No,Master's,Low Risk
E07601,22,Male,HR,8,Engineer,59353,7,68,2,2,10,28,No,High School,Medium Risk
E07602,41,Female,HR,5,Analyst,61366,9,97,4,5,15,20,Yes,Bachelor's,Low Risk
E07603,34,Female,Sales,7,Analyst,106146,5,46,3,2,6,83,No,Bachelor's,Medium Risk
E07604,28,Female,Marketing,14,Technician,113449,3,28,1,1,3,37,Yes,Master's,High Risk
E07605,32,Female,HR,9,Manager,49989,7,72,2,3,18,43,Yes,Master's,Medium Risk
E07606,45,Male,HR,16,Manager,56555,5,73,3,3,3,27,No,Bachelor's,Medium Risk
E07607,35,Male,Sales,19,Manager,81258,10,78,4,4,3,33,No,High School,Low Risk
E07608,40,Female,HR,9,Developer,70143,6,57,3,3,3,39,No,Master's,Medium Risk
E07609,54,Female,HR,16,Engineer,104541,6,57,2,2,49,85,No,Bachelor's,Medium Risk
E07610,31,Male,Marketing,6,Engineer,111584,8,86,5,5,5,86,No,Bachelor's,Low Risk
E07611,30,Male,HR,13,Analyst,44704,5,53,3,3,25,42,No,Master's,Medium Risk
E07612,45,Female,Finance,17,Manager,58171,10,92,4,5,14,44,No,Bachelor's,Low Risk
E07613,53,Male,R&D,10,Technician,88014,2,22,1,1,43,56,Yes,Master's,High Risk
E07614,41,Female,Sales,11,Technician,50905,4,40,3,3,38,79,Yes,Bachelor's,Medium Risk
E07615,29,Male,Sales,14,Manager,66681,9,98,4,4,10,85,Yes,Master's,Low Risk
E07616,50,Female,Finance,3,Technician,83729,7,64,3,2,2,77,No,High School,Medium Risk
E07617,34,Male,HR,20,Technician,90851,4,67,3,2,48,51,No,Master's,Medium Risk
E07618,29,Female,Sales,12,Developer,117274,5,63,2,3,7,26,No,Bachelor's,Medium Risk
E07619,58,Male,HR,3,Engineer,79158,2,34,1,1,37,43,Yes,Bachelor's,High Risk
E07620,59,Male,R&D,4,Analyst,65442,7,65,2,2,10,26,Yes,Master's,Medium Risk
E07621,25,Male,HR,18,Manager,55967,1,14,1,1,40,84,Yes,Master's,High Risk
E07622,36,Female,Finance,10,Analyst,109640,4,60,3,2,19,10,No,Bachelor's,Medium Risk
E07623,47,Male,HR,9,Engineer,97958,8,87,4,4,30,20,No,High School,Low Risk
E07624,26,Male,Sales,9,Technician,80534,4,63,2,3,42,63,No,Bachelor's,Medium Risk
E07625,40,Female,Sales,10,Manager,80471,5,40,2,3,22,59,No,Bachelor's,Medium Risk
E07626,22,Male,HR,12,Technician,50713,4,53,2,2,17,41,No,Bachelor's,Medium Risk
E07627,35,Male,Finance,8,Manager,44358,2,28,1,1,38,95,Yes,High School,High Risk
E07628,45,Male,R&D,5,Analyst,72040,7,43,3,2,8,47,No,Bachelor's,Medium Risk
E07629,45,Female,HR,10,Analyst,103301,2,13,1,1,47,76,Yes,Bachelor's,High Risk
E07630,37,Male,Sales,16,Analyst,73427,4,59,2,2,29,97,Yes,Master's,Medium Risk
E07631,43,Female,Marketing,9,Developer,118225,4,71,2,3,20,30,No,Bachelor's,Medium Risk
E07632,59,Male,HR,18,Developer,105785,4,72,3,3,43,73,No,High School,Medium Risk
E07633,55,Female,HR,9,Analyst,71230,7,52,2,3,11,79,No,High School,Medium Risk
E07634,37,Female,HR,6,Technician,98145,2,18,1,1,43,66,Yes,Master's,High Risk
E07635,57,Male,R&D,13,Manager,75176,5,67,2,3,36,58,No,Bachelor's,Medium Risk
E07636,58,Female,HR,5,Technician,114019,10,88,4,5,13,56,No,High School,Low Risk
E07637,58,Male,Sales,1,Developer,85313,5,56,2,3,5,18,No,High School,Medium Risk
E07638,39,Female,R&D,20,Analyst,50629,4,48,2,3,9,83,Yes,High School,Medium Risk
E07639,38,Male,R&D,10,Technician,117774,8,84,5,5,1,22,Yes,Bachelor's,Low Risk
E07640,28,Female,Finance,14,Manager,76653,8,90,4,4,30,88,No,High School,Low Risk
E07641,57,Female,Finance,10,Technician,112928,5,66,3,2,27,16,No,Master's,Medium Risk
E07642,44,Male,Marketing,12,Analyst,87832,7,70,3,3,21,81,Yes,High School,Medium Risk
E07643,48,Female,Marketing,12,Engineer,75095,6,65,2,2,10,92,No,Bachelor's,Medium Risk
E07644,45,Female,Marketing,12,Technician,116326,10,86,4,4,34,90,Yes,Bachelor's,Low Risk
E07645,48,Female,Marketing,10,Analyst,86025,8,86,4,4,3,52,No,High School,Low Risk
E07646,27,Male,Finance,2,Analyst,95830,6,50,3,3,24,30,Yes,High School,Medium Risk
E07647,42,Male,Finance,8,Engineer,91825,6,66,3,3,6,52,No,Bachelor's,Medium Risk
E07648,51,Female,R&D,12,Technician,93933,8,88,5,5,10,98,No,High School,Low Risk
E07649,48,Male,Marketing,9,Developer,46935,7,55,3,3,31,43,No,High School,Medium Risk
E07650,52,Female,HR,16,Developer,52487,7,64,2,2,38,58,No,High School,Medium Risk
E07651,56,Male,HR,13,Engineer,49525,10,97,5,5,25,43,No,Bachelor's,Low Risk
E07652,36,Female,HR,8,Analyst,102709,10,83,5,5,38,47,No,High School,Low Risk
E07653,33,Female,R&D,15,Technician,115909,9,75,5,5,37,67,No,High School,Low Risk
E07654,33,Female,Finance,19,Engineer,91396,3,28,1,1,5,74,Yes,Bachelor's,High Risk
E07655,25,Female,Finance,12,Analyst,58304,7,58,3,2,34,55,No,Bachelor's,Medium Risk
E07656,31,Male,HR,1,Developer,87520,5,53,3,2,49,38,No,Master's,Medium Risk
E07657,47,Male,Sales,5,Developer,75631,5,69,2,2,38,11,No,High School,Medium Risk
E07658,51,Female,Sales,16,Analyst,61267,4,72,3,3,30,21,No,Master's,Medium Risk
E07659,28,Male,R&D,13,Engineer,81094,7,72,2,3,34,98,No,Bachelor's,Medium Risk
E07660,22,Male,HR,19,Technician,109508,5,64,3,2,35,51,No,Bachelor's,Medium Risk
E07661,29,Male,Finance,12,Manager,111156,8,91,4,5,5,47,No,Master's,Low Risk
E07662,40,Female,R&D,3,Technician,48222,5,62,2,3,7,55,No,High School,Medium Risk
E07663,22,Male,Marketing,6,Analyst,102911,7,46,3,3,9,50,No,Bachelor's,Medium Risk
E07664,38,Male,R&D,11,Engineer,64365,7,53,3,3,32,49,No,Bachelor's,Medium Risk
E07665,49,Female,HR,17,Engineer,59978,4,60,2,2,13,69,No,Bachelor's,Medium Risk
E07666,47,Female,Sales,11,Technician,105327,8,88,5,5,35,77,No,Bachelor's,Low Risk
E07667,22,Female,Marketing,11,Developer,103415,7,42,2,2,16,78,Yes,Bachelor's,Medium Risk
E07668,49,Female,Sales,11,Manager,114688,4,57,3,2,10,31,Yes,Master's,Medium Risk
E07669,37,Female,HR,18,Analyst,88736,2,19,1,1,40,56,Yes,Bachelor's,High Risk
E07670,24,Female,Marketing,13,Technician,114754,6,54,3,2,28,14,No,Master's,Medium Risk
E07671,59,Female,HR,20,Engineer,57408,4,41,3,3,17,27,No,High School,Medium Risk
E07672,30,Female,HR,2,Analyst,91060,4,66,2,3,5,95,Yes,Master's,Medium Risk
E07673,59,Male,Finance,2,Developer,68638,1,0,1,1,24,50,Yes,Bachelor's,High Risk
E07674,54,Male,R&D,6,Manager,86984,4,65,3,2,16,73,No,High School,Medium Risk
E07675,31,Male,Sales,6,Analyst,99442,4,44,2,2,40,29,Yes,Bachelor's,Medium Risk
E07676,43,Female,R&D,8,Analyst,85656,6,72,3,3,48,37,No,Bachelor's,Medium Risk
E07677,55,Male,Sales,12,Engineer,61398,7,53,3,2,38,63,No,Bachelor's,Medium Risk
E07678,33,Male,Marketing,18,Developer,110997,3,2,1,1,32,78,Yes,High School,High Risk
E07679,22,Female,Sales,15,Technician,115923,8,87,4,5,5,92,No,High School,Low Risk
E07680,40,Male,HR,5,Engineer,98631,9,77,5,4,5,75,Yes,High School,Low Risk
E07681,38,Female,Finance,18,Technician,88635,2,34,1,1,22,40,Yes,High School,High Risk
E07682,39,Male,Sales,9,Engineer,119089,6,66,3,2,31,69,No,High School,Medium Risk
E07683,59,Female,Finance,5,Analyst,66783,7,55,3,2,2,80,No,High School,Medium Risk
E07684,38,Male,Marketing,8,Analyst,116161,7,51,3,2,39,80,Yes,High School,Medium Risk
E07685,59,Female,HR,1,Technician,88603,8,93,5,5,3,26,No,High School,Low Risk
E07686,28,Female,Finance,12,Manager,116044,7,51,3,2,2,64,No,Bachelor's,Medium Risk
E07687,37,Male,Sales,12,Engineer,76278,7,51,3,2,22,18,No,High School,Medium Risk
E07688,24,Female,R&D,3,Engineer,99303,7,68,3,2,21,13,No,Bachelor's,Medium Risk
E07689,40,Female,HR,7,Manager,42487,7,72,3,2,46,52,Yes,Master's,Medium Risk
E07690,37,Male,R&D,9,Analyst,85123,3,34,1,1,17,96,Yes,High School,High Risk
E07691,41,Female,HR,6,Developer,117135,9,79,4,5,5,67,No,Bachelor's,Low Risk
E07692,58,Male,Finance,4,Manager,92261,3,0,1,1,16,52,Yes,Bachelor's,High Risk
E07693,27,Male,Marketing,17,Engineer,100184,9,90,4,5,24,63,No,High School,Low Risk
E07694,31,Female,Marketing,19,Analyst,103454,4,65,2,3,20,50,No,Bachelor's,Medium Risk
E07695,39,Male,HR,2,Developer,62235,3,8,1,1,39,34,Yes,Master's,High Risk
E07696,24,Male,HR,19,Technician,66459,6,59,2,2,22,24,Yes,Master's,Medium Risk
E07697,41,Female,Sales,16,Developer,88561,6,65,3,3,10,77,No,Bachelor's,Medium Risk
E07698,59,Male,Finance,12,Analyst,80476,7,74,2,3,18,11,No,Bachelor's,Medium Risk
E07699,41,Female,R&D,3,Manager,57942,6,52,3,2,42,93,No,High School,Medium Risk
E07700,33,Female,Sales,14,Analyst,60971,9,98,4,5,9,44,No,Master's,Low Risk
E07701,41,Female,Marketing,4,Manager,44420,3,33,1,1,36,18,Yes,Master's,High Risk
E07702,25,Female,HR,16,Technician,88637,7,59,2,3,4,92,No,High School,Medium Risk
E07703,37,Female,Finance,13,Analyst,43073,4,46,2,2,49,28,Yes,Master's,Medium Risk
E07704,35,Male,Sales,16,Technician,66252,7,46,3,3,13,52,No,High School,Medium Risk
E07705,42,Male,Finance,20,Manager,79604,8,76,4,4,45,99,Yes,Bachelor's,Low Risk
E07706,27,Male,Finance,14,Analyst,86101,8,76,5,4,38,77,No,Master's,Low Risk
E07707,41,Male,HR,4,Analyst,117332,6,47,2,2,24,83,No,High School,Medium Risk
E07708,30,Female,R&D,19,Analyst,93800,5,60,3,3,3,49,Yes,Master's,Medium Risk
E07709,51,Female,Sales,16,Analyst,91251,5,45,2,3,41,50,Yes,Master's,Medium Risk
E07710,55,Male,Sales,10,Technician,51323,1,39,1,1,46,23,Yes,High School,High Risk
E07711,24,Female,R&D,8,Technician,61504,8,78,4,4,32,57,No,Master's,Low Risk
E07712,30,Female,Marketing,15,Developer,74050,6,71,2,2,49,99,Yes,Bachelor's,Medium Risk
E07713,50,Male,Finance,11,Manager,85948,10,94,4,5,5,71,No,High School,Low Risk
E07714,41,Male,Sales,8,Engineer,68357,4,71,3,3,8,21,No,Bachelor's,Medium Risk
E07715,37,Female,R&D,9,Manager,95806,9,78,4,4,35,74,No,Bachelor's,Low Risk
E07716,40,Male,Marketing,13,Developer,85908,1,29,1,1,49,14,Yes,Bachelor's,High Risk
E07717,25,Male,Marketing,6,Manager,65452,10,75,5,5,5,20,Yes,High School,Low Risk
E07718,53,Female,Finance,13,Developer,98117,1,7,1,1,45,91,Yes,Master's,High Risk
E07719,41,Female,Finance,1,Manager,114346,5,74,2,3,2,11,No,Bachelor's,Medium Risk
E07720,25,Male,Sales,14,Technician,113552,2,32,1,1,22,78,Yes,High School,High Risk
E07721,23,Male,Sales,7,Manager,98473,4,46,2,3,34,70,No,Bachelor's,Medium Risk
E07722,28,Male,Marketing,1,Technician,82809,1,2,1,1,49,48,Yes,Bachelor's,High Risk
E07723,52,Female,Marketing,1,Manager,75938,9,77,4,4,40,88,Yes,Bachelor's,Low Risk
E07724,35,Female,Sales,3,Technician,43495,7,45,3,2,38,14,No,High School,Medium Risk
E07725,24,Female,Marketing,12,Manager,79668,2,8,1,1,11,66,Yes,Bachelor's,High Risk
E07726,50,Female,Sales,3,Analyst,99508,10,96,5,5,20,74,No,High School,Low Risk
E07727,35,Male,R&D,13,Developer,110734,8,88,4,4,41,98,Yes,High School,Low Risk
E07728,45,Male,HR,15,Manager,80944,5,47,2,2,14,59,Yes,Bachelor's,Medium Risk
E07729,39,Male,R&D,8,Developer,81044,2,18,1,1,19,19,Yes,High School,High Risk
E07730,31,Male,HR,8,Technician,85132,6,57,3,2,2,62,No,Bachelor's,Medium Risk
E07731,33,Female,Marketing,6,Manager,78822,5,74,2,2,29,44,No,Bachelor's,Medium Risk
E07732,42,Female,R&D,1,Engineer,78118,10,75,5,4,11,32,No,Bachelor's,Low Risk
E07733,23,Male,Finance,10,Engineer,56612,8,95,5,4,49,81,Yes,High School,Low Risk
E07734,51,Female,R&D,4,Developer,51265,3,1,1,1,20,83,Yes,Bachelor's,High Risk
E07735,36,Female,Finance,6,Analyst,119058,8,83,5,5,4,88,No,High School,Low Risk
E07736,55,Female,R&D,4,Analyst,118972,6,43,3,2,14,64,No,Bachelor's,Medium Risk
E07737,43,Male,Marketing,15,Manager,106630,1,38,1,1,42,73,Yes,Bachelor's,High Risk
E07738,22,Male,Marketing,12,Engineer,45025,9,79,5,5,27,29,Yes,Bachelor's,Low Risk
E07739,48,Female,Marketing,19,Manager,63277,6,59,3,2,39,66,No,Bachelor's,Medium Risk
E07740,36,Male,Sales,20,Manager,46609,10,99,5,5,4,81,No,High School,Low Risk
E07741,38,Female,Sales,20,Developer,76282,7,69,3,3,29,41,No,Bachelor's,Medium Risk
E07742,39,Female,HR,11,Manager,47031,8,79,4,5,27,79,No,High School,Low Risk
E07743,22,Male,HR,1,Manager,105584,5,47,2,3,16,48,No,Bachelor's,Medium Risk
E07744,50,Female,Marketing,5,Technician,117879,7,66,3,2,35,53,Yes,High School,Medium Risk
E07745,52,Female,HR,17,Technician,55144,7,52,3,3,33,56,No,Bachelor's,Medium Risk
E07746,40,Male,HR,2,Engineer,115261,5,59,2,3,15,18,No,High School,Medium Risk
E07747,43,Male,R&D,18,Manager,53977,9,98,4,4,48,54,Yes,Master's,Low Risk
E07748,25,Female,Sales,9,Technician,94400,7,40,3,2,22,58,Yes,High School,Medium Risk
E07749,29,Female,Sales,12,Technician,107205,6,53,3,2,1,61,No,Bachelor's,Medium Risk
E07750,50,Male,Marketing,5,Engineer,55740,6,52,3,3,16,95,No,Master's,Medium Risk
E07751,56,Male,HR,8,Manager,52554,8,85,5,4,48,32,No,High School,Low Risk
E07752,43,Female,Marketing,9,Analyst,104270,5,51,3,3,25,28,No,Master's,Medium Risk
E07753,35,Male,Finance,4,Technician,72320,9,79,5,5,27,30,Yes,Bachelor's,Low Risk
E07754,55,Female,Sales,3,Developer,100052,7,47,2,2,6,66,Yes,Master's,Medium Risk
E07755,38,Male,Marketing,18,Engineer,94701,8,80,5,4,8,16,No,Master's,Low Risk
E07756,44,Female,Sales,4,Technician,79851,4,41,2,2,20,51,No,High School,Medium Risk
E07757,24,Male,Marketing,5,Engineer,63861,8,80,4,5,47,50,No,Master's,Low Risk
E07758,50,Female,Marketing,1,Analyst,98473,2,39,1,1,37,31,Yes,Master's,High Risk
E07759,43,Female,R&D,5,Analyst,110349,3,15,1,1,41,18,Yes,Master's,High Risk
E07760,23,Male,Sales,5,Analyst,82985,10,95,4,5,1,87,No,Bachelor's,Low Risk
E07761,37,Male,HR,16,Technician,84292,5,68,3,3,20,68,No,High School,Medium Risk
E07762,29,Male,Finance,11,Technician,60476,9,80,5,5,1,87,Yes,Bachelor's,Low Risk
E07763,39,Male,HR,1,Developer,114000,6,42,2,3,38,40,Yes,High School,Medium Risk
E07764,55,Female,Sales,7,Analyst,115900,7,64,2,3,19,31,No,Bachelor's,Medium Risk
E07765,41,Female,Finance,4,Technician,106956,5,57,3,3,42,26,No,Bachelor's,Medium Risk
E07766,34,Female,Finance,19,Analyst,57160,4,46,2,2,30,21,No,High School,Medium Risk
E07767,47,Male,R&D,9,Developer,53282,9,90,4,4,19,44,No,Bachelor's,Low Risk
E07768,46,Female,Finance,6,Engineer,49883,4,68,2,2,42,10,Yes,Master's,Medium Risk
E07769,37,Female,Finance,2,Manager,100609,10,87,4,5,35,81,No,Bachelor's,Low Risk
E07770,24,Male,HR,16,Manager,107698,4,56,2,2,33,39,No,High School,Medium Risk
E07771,26,Male,Finance,15,Engineer,45590,7,57,2,3,16,34,No,Master's,Medium Risk
E07772,43,Male,R&D,16,Developer,58379,5,56,3,2,7,94,Yes,Master's,Medium Risk
E07773,37,Female,HR,17,Developer,116940,10,86,4,5,26,60,No,Bachelor's,Low Risk
E07774,30,Female,HR,10,Developer,47539,4,45,3,3,25,72,No,Master's,Medium Risk
E07775,24,Male,HR,11,Developer,75747,7,62,3,2,44,93,No,High School,Medium Risk
E07776,31,Male,R&D,3,Technician,86791,10,77,5,5,26,53,Yes,Master's,Low Risk
E07777,57,Female,Marketing,2,Engineer,79909,4,57,2,3,17,25,No,Bachelor's,Medium Risk
E07778,55,Male,Finance,3,Technician,60765,2,7,1,1,2,35,Yes,Bachelor's,High Risk
E07779,32,Male,R&D,8,Analyst,63093,3,11,1,1,47,79,Yes,Bachelor's,High Risk
E07780,44,Male,Finance,7,Analyst,66519,5,45,2,2,24,53,Yes,Bachelor's,Medium Risk
E07781,43,Female,Sales,13,Analyst,70158,7,70,3,2,12,31,No,Bachelor's,Medium Risk
E07782,25,Female,Marketing,5,Technician,75940,10,98,4,4,15,88,Yes,Master's,Low Risk
E07783,43,Female,Sales,19,Technician,44105,1,27,1,1,14,21,Yes,High School,High Risk
E07784,34,Female,Sales,6,Manager,47165,10,76,5,5,6,57,No,High School,Low Risk
E07785,28,Female,HR,3,Analyst,96980,2,6,1,1,27,59,Yes,High School,High Risk
E07786,43,Male,Sales,2,Manager,65802,7,70,3,3,44,94,Yes,Bachelor's,Medium Risk
E07787,56,Female,Sales,3,Engineer,114155,6,69,2,3,8,67,Yes,Bachelor's,Medium Risk
E07788,27,Female,R&D,15,Technician,69650,3,2,1,1,27,78,Yes,Bachelor's,High Risk
E07789,23,Female,Marketing,19,Analyst,114509,8,76,4,4,15,14,No,High School,Low Risk
E07790,39,Male,Marketing,17,Engineer,96042,6,60,2,2,39,24,No,High School,Medium Risk
E07791,37,Male,Finance,16,Engineer,89506,4,48,2,2,3,44,No,High School,Medium Risk
E07792,26,Female,Sales,19,Developer,84781,10,97,5,5,34,67,No,Master's,Low Risk
E07793,44,Male,Finance,9,Developer,65206,7,64,3,3,48,35,Yes,Bachelor's,Medium Risk
E07794,33,Male,Marketing,12,Developer,100132,4,54,2,2,43,36,No,Bachelor's,Medium Risk
E07795,25,Female,Marketing,14,Technician,118112,5,73,3,2,13,98,Yes,Bachelor's,Medium Risk
E07796,41,Female,HR,19,Analyst,54679,10,78,4,4,17,60,Yes,Bachelor's,Low Risk
E07797,43,Male,HR,2,Developer,57658,2,31,1,1,44,31,Yes,Master's,High Risk
E07798,29,Female,Sales,6,Analyst,80460,9,91,4,5,36,21,No,High School,Low Risk
E07799,46,Female,Marketing,18,Technician,83212,8,82,4,5,3,83,No,High School,Low Risk
E07800,45,Male,R&D,5,Analyst,66787,8,82,4,4,30,67,No,Bachelor's,Low Risk
E07801,38,Male,Sales,12,Technician,112668,8,83,5,5,24,47,No,Bachelor's,Low Risk
E07802,30,Male,R&D,5,Technician,107268,9,93,5,4,47,26,No,High School,Low Risk
E07803,57,Female,R&D,3,Manager,63763,3,24,1,1,37,73,Yes,Bachelor's,High Risk
E07804,50,Female,HR,3,Engineer,94592,6,74,3,3,43,84,No,Bachelor's,Medium Risk
E07805,29,Male,R&D,3,Manager,103348,9,85,4,4,32,52,No,Master's,Low Risk
E07806,24,Male,Finance,9,Engineer,96244,10,88,4,5,44,84,No,Bachelor's,Low Risk
E07807,56,Female,Marketing,14,Manager,70969,5,72,2,3,25,80,No,Master's,Medium Risk
E07808,40,Female,HR,20,Technician,93191,1,20,1,1,36,12,Yes,Bachelor's,High Risk
E07809,39,Female,Sales,13,Technician,111942,9,99,5,4,23,47,Yes,Master's,Low Risk
E07810,38,Male,HR,2,Developer,57790,10,76,5,4,19,45,No,Bachelor's,Low Risk
E07811,23,Male,Sales,18,Developer,93721,9,100,5,4,13,48,No,Bachelor's,Low Risk
E07812,31,Male,Finance,9,Analyst,68971,9,92,5,5,29,24,No,Master's,Low Risk
E07813,45,Male,HR,6,Manager,115730,10,99,4,4,46,37,No,High School,Low Risk
E07814,39,Female,HR,2,Manager,78155,5,67,3,3,1,85,No,Bachelor's,Medium Risk
E07815,23,Female,R&D,17,Manager,46317,8,77,5,4,2,75,No,High School,Low Risk
E07816,39,Female,Sales,2,Technician,45805,4,51,2,2,15,92,No,Bachelor's,Medium Risk
E07817,31,Male,Sales,10,Engineer,109101,8,94,4,5,48,49,Yes,Bachelor's,Low Risk
E07818,57,Female,Marketing,18,Analyst,81207,3,22,1,1,15,68,Yes,Bachelor's,High Risk
E07819,59,Female,Finance,10,Manager,110853,2,25,1,1,21,76,Yes,Master's,High Risk
E07820,52,Male,Sales,4,Technician,53587,5,65,3,2,25,89,Yes,Bachelor's,Medium Risk
E07821,52,Female,Marketing,15,Engineer,70973,4,74,2,2,11,44,No,Master's,Medium Risk
E07822,41,Male,HR,11,Engineer,100748,6,64,3,2,28,75,Yes,Master's,Medium Risk
E07823,52,Female,HR,8,Engineer,41557,4,73,2,2,25,62,Yes,High School,Medium Risk
E07824,53,Male,Finance,7,Developer,63384,7,66,2,2,23,48,No,High School,Medium Risk
E07825,50,Female,HR,19,Technician,42231,6,45,3,2,32,40,No,Master's,Medium Risk
E07826,36,Male,HR,20,Analyst,93118,1,30,1,1,3,38,Yes,Bachelor's,High Risk
E07827,35,Male,Sales,9,Technician,44032,3,8,1,1,49,58,Yes,Bachelor's,High Risk
E07828,24,Female,R&D,20,Engineer,109030,5,43,2,3,1,74,No,Master's,Medium Risk
E07829,22,Female,R&D,10,Developer,52365,6,70,3,3,26,86,No,High School,Medium Risk
E07830,35,Female,Finance,9,Engineer,116356,8,79,5,4,25,49,No,High School,Low Risk
E07831,40,Male,Sales,17,Technician,86802,8,94,4,5,12,26,No,Master's,Low Risk
E07832,38,Male,Finance,14,Manager,101356,5,45,3,2,7,46,Yes,High School,Medium Risk
E07833,59,Female,R&D,18,Manager,67440,8,90,4,5,45,95,Yes,Bachelor's,Low Risk
E07834,40,Female,Finance,8,Technician,110350,2,10,1,1,3,87,Yes,Bachelor's,High Risk
E07835,42,Female,Finance,3,Technician,47542,9,82,5,4,9,78,No,Bachelor's,Low Risk
E07836,56,Female,Marketing,1,Technician,112905,6,47,2,2,28,37,Yes,Master's,Medium Risk
E07837,25,Male,R&D,14,Engineer,54918,5,73,2,3,38,68,Yes,Master's,Medium Risk
E07838,37,Female,Sales,20,Engineer,119352,6,51,2,2,37,39,No,Bachelor's,Medium Risk
E07839,30,Female,Sales,13,Developer,119203,4,68,2,3,14,58,No,High School,Medium Risk
E07840,47,Female,Marketing,10,Technician,48825,2,23,1,1,28,66,Yes,Master's,High Risk
E07841,33,Male,Sales,10,Technician,101762,7,43,3,2,30,58,No,High School,Medium Risk
E07842,24,Male,Finance,20,Analyst,72164,4,51,3,3,37,36,No,Bachelor's,Medium Risk
E07843,26,Male,Sales,18,Engineer,100365,10,85,5,5,29,90,No,High School,Low Risk
E07844,54,Female,Sales,19,Technician,93044,7,43,2,3,23,79,Yes,Bachelor's,Medium Risk
E07845,42,Female,Marketing,15,Analyst,104519,2,3,1,1,3,68,Yes,High School,High Risk
E07846,33,Male,Sales,6,Technician,96083,7,55,2,3,32,68,No,Master's,Medium Risk
E07847,24,Male,Sales,16,Developer,96263,1,8,1,1,47,76,Yes,Bachelor's,High Risk
E07848,59,Male,R&D,12,Engineer,82043,4,60,2,3,9,71,Yes,Bachelor's,Medium Risk
E07849,34,Female,HR,14,Developer,84210,8,89,4,4,1,85,No,Bachelor's,Low Risk
E07850,27,Female,Sales,1,Developer,91849,9,99,5,5,11,21,No,Bachelor's,Low Risk
E07851,47,Male,Sales,8,Analyst,77046,5,64,2,3,19,94,No,Bachelor's,Medium Risk
E07852,39,Female,Finance,19,Analyst,65120,6,70,3,2,7,72,Yes,Bachelor's,Medium Risk
E07853,42,Male,Marketing,19,Engineer,103133,5,53,3,3,48,20,No,Bachelor's,Medium Risk
E07854,37,Male,Marketing,2,Manager,87709,9,82,5,5,43,35,No,Bachelor's,Low Risk
E07855,50,Male,HR,16,Engineer,112946,7,57,3,2,43,37,No,High School,Medium Risk
E07856,43,Female,Sales,13,Technician,62429,6,41,2,3,16,79,Yes,Master's,Medium Risk
E07857,34,Female,Sales,18,Technician,45022,7,59,2,3,37,53,No,Master's,Medium Risk
E07858,25,Female,R&D,10,Technician,90012,8,81,4,5,16,34,Yes,Master's,Low Risk
E07859,28,Female,Sales,18,Engineer,42806,8,90,5,4,12,63,No,Master's,Low Risk
E07860,32,Male,Sales,8,Engineer,89377,8,88,5,5,33,37,Yes,High School,Low Risk
E07861,48,Female,Finance,4,Technician,116161,9,87,4,5,39,57,Yes,Bachelor's,Low Risk
E07862,51,Male,HR,19,Analyst,112523,10,86,5,5,35,43,No,High School,Low Risk
E07863,57,Female,R&D,5,Developer,55430,8,93,4,5,27,15,No,Bachelor's,Low Risk
E07864,23,Male,Finance,8,Technician,110134,6,53,2,3,21,15,No,High School,Medium Risk
E07865,58,Female,R&D,12,Analyst,45917,7,65,3,3,42,33,No,High School,Medium Risk
E07866,54,Male,HR,18,Manager,96755,1,1,1,1,14,79,Yes,Bachelor's,High Risk
E07867,33,Male,Sales,13,Engineer,118886,10,78,5,4,6,30,No,High School,Low Risk
E07868,39,Female,Sales,18,Technician,109354,6,56,3,3,25,93,No,Master's,Medium Risk
E07869,23,Female,Marketing,14,Technician,99183,5,54,3,3,20,92,No,Bachelor's,Medium Risk
E07870,30,Female,R&D,19,Engineer,69690,9,81,5,4,24,82,No,Bachelor's,Low Risk
E07871,47,Female,Finance,12,Developer,80028,1,37,1,1,14,29,Yes,Bachelor's,High Risk
E07872,42,Male,Marketing,4,Technician,118288,8,83,5,5,30,74,Yes,Master's,Low Risk
E07873,52,Male,Sales,12,Analyst,76651,2,1,1,1,37,42,Yes,High School,High Risk
