EmployeeID,Age,Gender,Department,Tenure,JobRole,Salary,JobSatisfaction,EngagementScore,PerformanceRating,Overtime,DistanceFromHome,EducationLevel,TrainingHours,WorkLifeBalance
E01278,50,Female,IT,15,Developer,40368,3,76,5,Yes,9,Master's,42,3
E01279,31,Female,HR,2,HR Specialist,83140,4,82,3,No,17,High School,57,1
E01280,55,Male,R&D,13,Manager,115741,1,70,2,No,10,High School,58,1
E01281,47,Male,Finance,11,Sales Executive,54531,2,60,2,No,3,PhD,60,3
E01282,24,Male,Sales,10,HR Specialist,96484,1,95,1,No,8,Bachelor's,72,5
E01283,27,Female,Finance,2,Sales Executive,41413,4,50,5,Yes,3,High School,29,4
E01284,26,Female,Sales,17,HR Specialist,116821,5,92,1,No,23,PhD,69,2
E01285,26,Female,Marketing,3,Sales Executive,112220,3,99,4,Yes,14,Master's,38,3
E01286,44,Female,Marketing,4,Analyst,110596,3,63,1,No,5,High School,66,4
E01287,30,Female,HR,5,Manager,60204,5,68,4,Yes,16,Master's,52,4
E01288,56,Female,HR,2,HR Specialist,76045,3,52,3,Yes,4,PhD,42,4
E01289,41,Male,Marketing,4,Sales Executive,75886,2,64,4,No,6,High School,23,4
E01290,56,Female,HR,12,HR Specialist,43967,5,78,5,Yes,2,PhD,46,4
E01291,39,Female,Sales,6,Manager,99260,4,97,2,Yes,18,PhD,27,4
E01292,38,Male,Sales,15,HR Specialist,78587,4,50,1,No,25,Master's,42,5
E01293,45,Male,IT,7,Developer,103212,2,67,3,No,13,Bachelor's,45,1
E01294,24,Female,HR,6,Sales Executive,60310,3,79,1,Yes,28,Master's,27,2
E01295,53,Female,HR,14,Manager,43482,1,59,3,No,18,PhD,76,5
E01296,56,Female,IT,18,R&D Engineer,90660,4,76,2,Yes,11,High School,56,5
E01297,59,Female,Finance,7,Analyst,45823,5,52,5,No,8,High School,56,5
E01298,34,Male,Sales,6,Developer,115349,3,65,5,Yes,15,Master's,78,3
E01299,46,Male,Finance,6,HR Specialist,104765,5,59,4,No,16,Master's,69,2
E01300,30,Male,R&D,6,R&D Engineer,60981,3,57,4,Yes,21,Master's,68,3
E01301,25,Female,IT,10,HR Specialist,97098,4,92,1,No,9,PhD,67,5
E01302,35,Male,R&D,4,Developer,95502,5,77,4,No,24,Bachelor's,63,2
E01303,58,Female,R&D,10,Analyst,40334,5,88,5,No,23,Master's,52,4
E01304,55,Male,HR,1,Analyst,64856,2,78,1,Yes,16,Master's,69,1
E01305,32,Female,Finance,14,HR Specialist,45204,3,90,2,Yes,2,High School,60,3
E01306,24,Female,HR,18,HR Specialist,66026,4,62,2,No,10,PhD,59,2
E01307,49,Male,IT,9,Analyst,48776,2,98,2,Yes,23,Bachelor's,57,4
E01308,50,Male,Marketing,10,Analyst,49688,2,75,2,Yes,16,PhD,62,5
E01309,30,Female,HR,19,Analyst,57648,1,98,3,No,15,Master's,42,4
E01310,24,Male,R&D,4,R&D Engineer,100443,4,53,5,No,12,PhD,77,2
E01311,46,Female,R&D,13,HR Specialist,118678,1,83,1,Yes,4,PhD,39,1
E01312,55,Female,Finance,10,Sales Executive,74204,3,67,3,No,15,High School,33,1
E01313,33,Male,Finance,13,Developer,78232,2,71,3,No,24,High School,66,5
E01314,30,Male,IT,12,Analyst,77282,4,60,2,Yes,29,High School,43,4
E01315,36,Female,Finance,3,HR Specialist,82368,5,58,2,No,3,Bachelor's,32,1
E01316,46,Female,Sales,19,Manager,114584,2,83,2,No,14,PhD,71,5
E01317,26,Female,HR,9,HR Specialist,89554,4,90,1,No,14,PhD,52,5
E01318,32,Female,R&D,13,Sales Executive,77536,2,67,5,Yes,28,PhD,46,4
E01319,55,Female,Sales,8,Sales Executive,70772,3,71,2,Yes,27,High School,54,5
E01320,45,Female,IT,4,R&D Engineer,76967,4,90,4,Yes,9,Master's,31,2
E01321,36,Male,R&D,9,Analyst,91542,3,59,5,No,2,Master's,73,5
E01322,59,Male,Sales,7,Developer,76915,4,77,3,No,8,Master's,73,2
E01323,29,Male,Sales,11,HR Specialist,65819,3,72,2,No,3,PhD,65,1
E01324,26,Female,R&D,15,Developer,73391,1,52,1,No,5,Bachelor's,76,1
E01325,47,Female,HR,13,Manager,71144,4,56,2,Yes,15,High School,32,1
E01326,39,Male,HR,3,Developer,67051,3,57,3,Yes,3,PhD,64,2
E01327,27,Male,Marketing,3,Developer,65867,4,81,1,Yes,18,High School,38,4
E01328,58,Male,Sales,11,Analyst,55994,5,93,5,Yes,26,Bachelor's,48,1
E01329,34,Female,HR,5,Manager,76090,5,50,1,Yes,14,Master's,59,5
E01330,49,Female,Sales,19,R&D Engineer,66401,3,74,1,No,23,High School,41,1
E01331,26,Female,Sales,12,Sales Executive,60469,5,75,2,Yes,15,Master's,63,3
E01332,34,Male,IT,18,Developer,100357,3,84,4,Yes,29,Bachelor's,74,3
E01333,38,Male,IT,4,Manager,65006,5,62,2,Yes,16,PhD,36,3
E01334,53,Male,R&D,8,Manager,104705,2,77,2,No,9,Master's,41,3
E01335,50,Female,Sales,14,Sales Executive,71764,2,60,5,Yes,25,High School,71,3
E01336,24,Male,IT,16,Analyst,119372,4,61,5,Yes,16,PhD,22,4
E01337,55,Male,R&D,8,Manager,92010,3,100,4,Yes,6,Bachelor's,57,2
E01338,48,Female,HR,5,Sales Executive,111505,5,92,5,No,11,Bachelor's,63,4
E01339,34,Female,Sales,9,HR Specialist,43819,4,77,1,Yes,13,Bachelor's,66,1
E01340,54,Male,IT,2,Manager,110141,2,74,3,No,5,Master's,52,4
E01341,27,Female,HR,8,HR Specialist,104220,2,78,2,Yes,9,Bachelor's,21,1
E01342,45,Male,Sales,7,HR Specialist,102576,3,50,3,No,24,Bachelor's,24,1
E01343,40,Female,R&D,18,Manager,96117,2,89,4,No,1,High School,57,4
E01344,37,Female,Sales,9,Sales Executive,52389,4,72,2,Yes,26,High School,75,5
E01345,49,Female,IT,11,HR Specialist,70625,4,100,5,Yes,14,Master's,79,3
E01346,54,Female,HR,12,Analyst,119581,4,74,4,No,13,Bachelor's,73,2
E01347,34,Female,Sales,8,Developer,44660,1,66,5,Yes,13,PhD,60,3
E01348,46,Female,Sales,17,R&D Engineer,91977,3,56,2,Yes,1,Bachelor's,62,5
E01349,57,Male,R&D,19,HR Specialist,104367,2,91,5,Yes,29,Bachelor's,63,3
E01350,48,Male,Marketing,1,HR Specialist,90631,1,79,2,No,7,PhD,28,3
E01351,59,Male,Sales,3,Developer,43581,4,55,5,Yes,29,Bachelor's,27,5
E01352,28,Female,Marketing,14,Sales Executive,104490,3,80,5,No,15,PhD,32,2
E01353,26,Female,Marketing,18,Analyst,119317,1,57,3,No,22,High School,44,1
E01354,52,Male,HR,2,Analyst,69463,2,78,4,No,25,High School,38,1
E01355,44,Male,Finance,8,HR Specialist,41093,2,93,5,Yes,1,Bachelor's,72,1
E01356,31,Male,R&D,17,Manager,94914,5,74,2,Yes,17,PhD,58,2
E01357,53,Female,Marketing,9,Manager,114359,3,58,1,No,17,Master's,77,5
E01358,51,Male,HR,12,R&D Engineer,76427,5,80,5,Yes,14,High School,49,4
E01359,52,Male,R&D,7,HR Specialist,96601,4,95,1,No,18,High School,36,1
E01360,39,Male,IT,1,R&D Engineer,56033,2,100,4,Yes,9,Bachelor's,34,2
E01361,57,Male,Marketing,14,Manager,45319,4,95,3,No,24,PhD,60,5
E01362,23,Female,Finance,2,Analyst,87022,5,87,4,No,21,High School,41,1
E01363,35,Male,IT,17,Analyst,80122,2,78,5,Yes,17,Master's,75,1
E01364,34,Male,R&D,7,Developer,107784,3,65,5,No,20,High School,43,1
E01365,50,Female,Marketing,15,Analyst,51365,1,86,4,No,21,Bachelor's,66,2
E01366,33,Female,Marketing,9,R&D Engineer,113559,4,57,3,Yes,21,Master's,63,5
E01367,23,Female,Finance,8,Sales Executive,69259,4,54,4,No,10,PhD,46,4
E01368,53,Female,Sales,7,Analyst,42093,2,85,5,No,20,High School,79,2
E01369,34,Female,Finance,4,HR Specialist,64721,2,67,4,No,6,Bachelor's,76,5
E01370,48,Male,HR,10,R&D Engineer,85328,5,52,5,No,2,Bachelor's,42,3
E01371,38,Male,HR,7,Manager,83943,4,83,2,No,19,High School,54,5
E01372,52,Male,Finance,15,Manager,44772,4,54,3,No,11,Master's,44,2
E01373,55,Female,Finance,13,Analyst,50782,4,57,4,Yes,13,PhD,40,3
E01374,45,Male,Finance,8,Analyst,79688,1,86,4,Yes,10,Master's,35,1
E01375,56,Female,Finance,9,Manager,113318,4,61,1,No,10,PhD,62,1
E01376,27,Female,Finance,9,Manager,67620,5,67,3,No,25,High School,25,1
E01377,40,Male,Marketing,5,Analyst,65908,4,76,1,No,26,High School,39,1
E01378,51,Female,R&D,6,Sales Executive,76610,5,56,1,No,7,Bachelor's,72,4
E01379,28,Male,R&D,16,Sales Executive,96867,2,92,5,Yes,3,Master's,61,1
E01380,31,Female,IT,16,Manager,73113,5,96,1,Yes,4,Master's,71,5
E01381,53,Male,HR,14,Developer,87034,4,68,2,No,23,Master's,68,1
E01382,55,Female,HR,19,Sales Executive,116639,3,89,1,No,29,Master's,65,1
E01383,49,Female,R&D,19,HR Specialist,60916,2,99,4,No,27,High School,42,3
E01384,36,Female,R&D,16,R&D Engineer,43108,1,67,1,No,1,PhD,21,4
E01385,51,Male,IT,5,Manager,55357,1,85,2,No,13,Master's,73,4
E01386,58,Female,Finance,1,Sales Executive,77092,3,57,3,No,20,Master's,41,4
E01387,50,Male,R&D,5,Analyst,53386,3,78,5,Yes,24,PhD,46,3
E01388,43,Female,R&D,9,Developer,59013,2,67,2,Yes,9,Bachelor's,46,4
E01389,25,Male,IT,7,R&D Engineer,113380,4,54,4,Yes,7,PhD,30,4
E01390,41,Female,Finance,10,R&D Engineer,68063,2,54,4,No,9,Bachelor's,30,3
E01391,53,Male,HR,15,Analyst,45536,1,90,1,No,25,Master's,32,3
E01392,57,Female,R&D,12,R&D Engineer,84461,2,74,1,No,21,High School,54,4
E01393,25,Female,Sales,13,Analyst,109968,4,50,1,No,10,Master's,60,3
E01394,48,Female,HR,18,Developer,41852,4,94,1,Yes,17,Master's,27,2
E01395,38,Male,HR,10,Manager,108533,1,60,5,No,19,Master's,72,3
E01396,33,Female,Sales,1,R&D Engineer,92117,5,63,1,Yes,11,Master's,31,5
E01397,43,Female,IT,4,Analyst,80171,1,90,3,Yes,18,Bachelor's,32,2
E01398,38,Female,Marketing,17,R&D Engineer,99365,5,95,5,No,24,Bachelor's,50,1
E01399,31,Male,Finance,13,Manager,99073,4,100,5,No,6,PhD,76,4
E01400,22,Female,Finance,2,Manager,97273,4,58,3,Yes,12,Bachelor's,28,1
E01401,43,Male,HR,15,Manager,106188,4,98,5,Yes,11,High School,51,5
E01402,47,Male,Sales,12,R&D Engineer,87870,3,96,5,Yes,7,PhD,42,1
E01403,39,Female,HR,2,Analyst,89435,2,54,5,Yes,24,PhD,51,2
E01404,35,Female,HR,7,Manager,57339,5,73,5,Yes,14,Bachelor's,29,5
E01405,50,Male,R&D,4,Analyst,62392,2,55,1,Yes,4,High School,27,2
E01406,33,Male,IT,14,Manager,101936,2,66,1,Yes,19,High School,61,4
E01407,57,Female,Finance,18,HR Specialist,64727,1,60,2,Yes,14,Master's,62,4
E01408,56,Male,Marketing,11,Analyst,57219,1,79,2,No,7,Bachelor's,67,2
E01409,33,Male,Sales,3,HR Specialist,115289,5,61,3,Yes,24,High School,25,3
E01410,28,Female,Marketing,3,Manager,97423,1,64,2,Yes,27,Master's,43,1
E01411,50,Female,Sales,18,Analyst,106384,1,63,1,No,5,Master's,65,2
E01412,32,Male,Finance,1,R&D Engineer,82206,5,57,3,Yes,23,Bachelor's,25,5
E01413,54,Male,IT,13,Developer,102395,2,97,1,No,22,Master's,65,4
E01414,27,Female,Marketing,5,HR Specialist,52132,3,97,5,No,12,Bachelor's,67,1
E01415,36,Male,Sales,4,Sales Executive,89551,2,62,4,Yes,3,Master's,71,2
E01416,53,Male,HR,3,Sales Executive,109229,5,77,4,Yes,16,Master's,38,4
E01417,32,Female,Finance,19,Developer,47875,2,92,2,No,6,High School,68,5
E01418,44,Male,IT,13,Developer,51306,1,69,1,No,27,PhD,40,5
E01419,47,Male,R&D,16,R&D Engineer,55130,3,98,1,No,25,Master's,23,4
E01420,55,Male,HR,19,Sales Executive,93304,4,75,3,No,5,Master's,52,5
E01421,55,Male,IT,1,Analyst,114324,1,90,4,No,17,Bachelor's,29,4
E01422,50,Female,Sales,18,Manager,71916,5,89,2,Yes,29,Master's,54,2
E01423,25,Male,HR,7,Analyst,77132,5,89,2,Yes,24,High School,52,4
E01424,38,Male,R&D,3,Sales Executive,114438,2,72,2,Yes,15,Master's,56,3
E01425,56,Female,R&D,10,HR Specialist,105399,4,64,2,Yes,25,PhD,75,3
E01426,34,Male,IT,8,HR Specialist,85596,4,77,1,No,13,High School,65,2
E01427,36,Male,Finance,2,Manager,104087,2,50,5,Yes,5,Master's,58,5
E01428,50,Female,Marketing,10,Manager,64495,1,67,3,Yes,6,PhD,75,3
E01429,50,Male,R&D,18,R&D Engineer,84221,3,98,2,Yes,11,PhD,47,5
E01430,32,Male,R&D,12,Sales Executive,43972,4,58,3,No,27,Master's,36,1
E01431,53,Male,Marketing,14,Sales Executive,100183,2,51,4,No,20,PhD,67,4
E01432,23,Male,HR,2,Manager,111659,3,99,2,Yes,23,Master's,64,3
E01433,35,Male,Finance,17,HR Specialist,99132,2,62,2,Yes,10,Master's,74,1
E01434,41,Male,Finance,12,Developer,106313,3,63,4,Yes,9,PhD,20,3
E01435,43,Male,IT,7,Developer,119464,3,58,2,No,3,Master's,68,3
E01436,32,Female,HR,15,Developer,54462,1,75,2,No,2,High School,32,2
E01437,48,Female,Finance,2,HR Specialist,101972,5,81,4,Yes,25,High School,59,3
E01438,24,Female,IT,12,Analyst,81245,5,52,4,No,17,Bachelor's,47,5
E01439,38,Male,Finance,17,Analyst,87776,4,67,1,Yes,25,Master's,30,2
E01440,49,Female,HR,1,HR Specialist,83699,5,70,3,No,4,High School,69,2
E01441,50,Female,Finance,8,Analyst,98764,4,80,2,No,12,Bachelor's,31,1
E01442,42,Female,Finance,5,Developer,45636,4,73,4,Yes,20,Master's,65,1
E01443,37,Female,Finance,8,HR Specialist,115397,3,83,4,No,19,High School,32,5
E01444,58,Male,Marketing,14,Manager,72723,4,91,5,Yes,1,Bachelor's,60,4
E01445,41,Male,Sales,6,HR Specialist,115083,2,54,3,No,26,Master's,45,1
E01446,27,Male,HR,18,Sales Executive,119628,2,81,5,No,22,High School,48,1
E01447,40,Female,Marketing,5,Developer,83780,3,70,2,Yes,6,Master's,55,1
E01448,26,Male,Sales,10,R&D Engineer,78355,1,95,4,Yes,26,High School,78,4
E01449,24,Female,R&D,15,Developer,118804,3,76,2,No,12,Master's,66,2
E01450,22,Male,Finance,3,Sales Executive,92803,3,82,1,No,28,PhD,79,3
E01451,59,Male,Finance,3,Developer,55189,5,52,3,No,12,PhD,29,3
E01452,36,Female,Marketing,17,R&D Engineer,79302,5,68,2,Yes,10,Bachelor's,41,5
E01453,55,Female,IT,14,Sales Executive,41699,3,50,3,Yes,20,Master's,69,4
E01454,56,Male,HR,10,R&D Engineer,66458,2,94,4,Yes,3,High School,68,5
E01455,46,Male,Sales,19,Sales Executive,106685,3,53,2,Yes,13,Master's,31,5
E01456,45,Male,Finance,16,Developer,72880,2,76,5,No,29,PhD,39,2
E01457,33,Female,HR,17,HR Specialist,53713,1,91,1,No,13,Master's,69,2
E01458,39,Female,Finance,13,Sales Executive,110368,5,72,5,Yes,2,Bachelor's,73,4
E01459,36,Female,Finance,1,Manager,107151,4,53,1,Yes,22,PhD,59,3
E01460,37,Female,Finance,1,Sales Executive,43644,2,69,1,No,23,Bachelor's,74,1
E01461,48,Male,HR,17,Manager,98323,2,61,3,Yes,5,Bachelor's,27,2
E01462,29,Female,Marketing,18,HR Specialist,108205,1,80,2,No,2,PhD,21,4
E01463,46,Female,HR,17,Sales Executive,80302,5,58,2,Yes,3,PhD,24,3
E01464,38,Female,HR,12,Sales Executive,85370,5,62,4,Yes,29,PhD,79,3
E01465,50,Male,R&D,6,Sales Executive,81782,5,83,1,Yes,17,High School,45,1
E01466,29,Male,IT,7,Manager,67029,2,82,5,Yes,13,High School,34,1
E01467,36,Female,IT,17,HR Specialist,112343,5,89,5,Yes,23,Master's,33,5
E01468,48,Female,Marketing,16,Developer,100937,5,95,2,Yes,2,Master's,61,3
E01469,28,Male,IT,1,R&D Engineer,44745,4,79,5,No,25,High School,55,4
E01470,24,Male,Marketing,11,R&D Engineer,108057,2,96,4,No,7,PhD,28,1
E01471,50,Female,Finance,10,Analyst,78148,2,95,5,No,17,Bachelor's,52,2
E01472,45,Male,Finance,1,Sales Executive,64240,5,71,1,Yes,5,High School,56,3
E01473,24,Female,HR,11,Sales Executive,97490,3,56,4,Yes,6,Bachelor's,78,3
E01474,41,Male,Finance,3,Sales Executive,95232,5,100,3,No,25,PhD,79,3
E01475,36,Female,IT,16,Developer,70067,2,85,5,Yes,2,PhD,28,2
E01476,46,Female,Sales,1,HR Specialist,64998,2,66,1,No,11,Bachelor's,25,4
E01477,51,Female,HR,7,Manager,80058,4,58,5,Yes,21,Master's,29,2
E01478,35,Female,Marketing,11,Developer,53157,1,92,4,Yes,16,Master's,26,3
E01479,28,Male,Finance,17,HR Specialist,60480,5,53,2,No,3,High School,40,5
E01480,38,Male,HR,19,Analyst,72458,1,87,3,Yes,13,Master's,64,4
E01481,41,Female,HR,14,R&D Engineer,54672,5,77,1,Yes,21,PhD,61,5
E01482,57,Male,HR,16,HR Specialist,43021,4,81,1,Yes,12,High School,68,3
E01483,30,Female,Finance,17,HR Specialist,109739,1,67,4,Yes,20,Bachelor's,32,4
E01484,59,Male,Marketing,14,Manager,52054,3,54,3,Yes,9,Master's,24,4
E01485,43,Female,HR,9,HR Specialist,55057,5,51,3,Yes,24,High School,50,5
E01486,23,Male,HR,13,HR Specialist,100818,5,60,1,No,2,Bachelor's,53,2
E01487,45,Male,HR,2,R&D Engineer,67409,4,79,5,Yes,27,Bachelor's,36,2
E01488,29,Male,R&D,8,Sales Executive,69365,5,93,2,No,27,Master's,73,3
E01489,32,Male,Finance,4,Manager,51408,4,76,3,Yes,26,PhD,25,4
E01490,34,Female,R&D,5,HR Specialist,63990,5,97,5,No,3,Master's,45,2
E01491,38,Female,IT,15,HR Specialist,115421,5,64,3,No,7,PhD,73,2
E01492,29,Male,Marketing,2,Sales Executive,81953,3,73,5,Yes,24,PhD,21,1
E01493,42,Male,HR,9,Manager,69647,2,68,2,Yes,13,High School,77,1
E01494,39,Male,R&D,8,Analyst,102544,5,89,2,Yes,13,Bachelor's,46,4
E01495,51,Male,HR,11,Manager,102857,5,50,1,Yes,15,PhD,55,1
E01496,39,Female,R&D,13,Developer,70813,1,77,3,No,15,Master's,62,4
E01497,52,Male,HR,7,HR Specialist,118361,4,57,5,No,26,High School,68,3
E01498,59,Male,Finance,19,R&D Engineer,72788,5,71,3,No,12,Bachelor's,60,5
E01499,53,Male,IT,15,Developer,101703,3,74,3,No,24,Bachelor's,71,5
E01500,32,Male,HR,12,Developer,93695,5,67,2,No,11,Master's,23,2
E01501,46,Male,R&D,13,Analyst,114711,4,58,4,Yes,1,Bachelor's,20,5
E01502,54,Male,HR,1,HR Specialist,45547,5,57,2,No,17,Master's,44,4
E01503,59,Male,Finance,8,Manager,45943,1,92,1,Yes,17,High School,55,1
E01504,29,Male,Marketing,15,R&D Engineer,45770,4,71,5,Yes,23,High School,28,1
E01505,32,Female,Marketing,14,Sales Executive,103067,2,51,4,No,4,Master's,39,4
E01506,43,Male,IT,8,HR Specialist,77540,1,86,4,No,12,Master's,77,4
E01507,45,Male,Marketing,3,Developer,60103,3,84,4,No,17,Bachelor's,56,4
E01508,38,Male,HR,12,Developer,113733,4,55,5,Yes,19,Bachelor's,61,4
E01509,33,Male,Finance,15,HR Specialist,94943,3,60,5,Yes,21,Master's,63,3
E01510,53,Female,HR,16,Analyst,64931,5,72,2,Yes,19,Master's,68,1
E01511,36,Male,HR,7,Manager,40402,1,92,1,No,7,PhD,26,3
E01512,37,Female,IT,18,R&D Engineer,76840,5,64,5,Yes,15,High School,39,3
E01513,43,Female,Marketing,13,Sales Executive,113570,2,68,5,Yes,9,Bachelor's,22,2
E01514,49,Female,Marketing,6,R&D Engineer,66200,2,100,4,No,12,Master's,23,3
E01515,41,Female,Marketing,2,R&D Engineer,42983,1,91,5,Yes,18,PhD,41,2
E01516,54,Male,R&D,2,Analyst,79079,2,73,3,Yes,21,Master's,47,3
E01517,31,Female,HR,19,R&D Engineer,72720,3,59,4,Yes,28,PhD,35,4
E01518,53,Female,Finance,6,R&D Engineer,114305,5,89,4,Yes,17,PhD,54,1
E01519,54,Male,Finance,10,Manager,66261,5,82,4,Yes,19,Bachelor's,44,1
E01520,23,Female,HR,17,HR Specialist,96356,4,67,1,No,18,Master's,22,5
E01521,54,Female,Sales,19,Analyst,74669,2,94,2,Yes,1,High School,69,1
E01522,54,Female,HR,16,R&D Engineer,106835,1,67,1,No,14,Bachelor's,78,1
E01523,34,Female,R&D,18,Sales Executive,110704,1,94,2,Yes,1,Master's,40,2
E01524,51,Male,Marketing,19,Manager,90849,1,68,1,No,7,PhD,50,4
E01525,54,Female,HR,2,HR Specialist,106402,5,73,2,No,17,High School,51,5
E01526,34,Male,R&D,3,Manager,90100,5,74,3,No,10,Bachelor's,28,5
E01527,47,Male,Sales,15,Sales Executive,56449,5,89,2,No,16,High School,20,2
E01528,43,Male,HR,15,HR Specialist,74075,5,58,5,Yes,15,Master's,73,1
E01529,23,Female,Marketing,12,Developer,110098,4,84,2,Yes,13,High School,27,5
E01530,59,Female,IT,13,Developer,74487,4,77,3,Yes,18,Master's,25,3
E01531,47,Male,Finance,2,Analyst,50250,3,77,3,Yes,4,High School,60,4
E01532,36,Male,Sales,18,HR Specialist,64746,5,62,3,Yes,18,Bachelor's,25,5
E01533,55,Male,IT,15,HR Specialist,48955,3,90,1,No,16,Master's,43,1
E01534,32,Male,Finance,18,Analyst,56559,5,81,3,Yes,23,Master's,55,1
E01535,24,Male,IT,13,R&D Engineer,58105,5,72,5,Yes,17,Bachelor's,35,1
E01536,27,Male,HR,6,Manager,108280,1,67,2,No,6,PhD,48,2
E01537,30,Female,HR,8,Analyst,114725,2,61,5,No,21,PhD,77,1
E01538,27,Female,Finance,16,R&D Engineer,58263,3,75,2,No,8,Bachelor's,31,2
E01539,30,Female,Finance,3,HR Specialist,109625,2,70,3,Yes,28,Bachelor's,47,4
E01540,52,Male,HR,17,R&D Engineer,92405,2,58,2,Yes,13,PhD,33,1
E01541,53,Female,HR,18,Developer,85697,3,95,1,Yes,10,Master's,27,3
E01542,33,Male,R&D,12,Manager,51305,4,70,4,No,27,Bachelor's,38,2
E01543,29,Male,Finance,7,R&D Engineer,63287,1,91,1,No,12,Master's,74,4
E01544,29,Female,Finance,12,HR Specialist,70342,4,96,5,No,3,Bachelor's,41,4
E01545,49,Male,R&D,3,Sales Executive,42291,3,72,3,Yes,27,High School,79,3
E01546,41,Female,Finance,12,Developer,116389,4,90,4,No,3,PhD,50,3
E01547,28,Female,Marketing,15,Developer,103225,3,55,1,No,27,PhD,27,3
E01548,32,Female,R&D,17,Analyst,89599,4,78,3,No,18,High School,76,2
E01549,41,Male,Marketing,12,HR Specialist,100256,5,50,4,Yes,3,High School,52,2
E01550,37,Male,HR,9,HR Specialist,91591,5,58,5,No,1,Bachelor's,43,3
E01551,25,Male,Marketing,1,Analyst,65402,3,52,1,Yes,17,PhD,39,4
E01552,27,Female,Sales,16,HR Specialist,50599,2,58,3,Yes,19,Bachelor's,47,1
E01553,43,Male,HR,15,HR Specialist,86216,1,73,4,No,17,Master's,28,4
E01554,47,Female,Sales,11,R&D Engineer,101579,2,93,4,Yes,10,High School,33,5
E01555,24,Male,IT,5,Developer,110713,4,77,4,No,15,High School,38,5
E01556,35,Female,Sales,7,Manager,71370,5,75,1,Yes,13,High School,76,1
E01557,32,Female,IT,3,Sales Executive,49871,1,65,5,Yes,6,Master's,59,2
E01558,39,Male,Sales,13,Sales Executive,63717,1,56,5,No,8,High School,38,2
E01559,33,Male,IT,13,Manager,78244,5,66,2,No,28,High School,26,4
E01560,44,Female,IT,19,Sales Executive,68781,5,97,2,No,12,PhD,51,5
E01561,33,Female,HR,10,Manager,96687,1,86,5,No,10,Master's,34,4
E01562,34,Male,Finance,7,HR Specialist,66818,5,87,3,No,28,Master's,23,3
E01563,46,Female,Finance,15,Analyst,108590,1,83,4,No,29,High School,57,5
E01564,40,Male,HR,18,R&D Engineer,67208,5,68,3,Yes,25,PhD,30,2
E01565,57,Male,IT,7,HR Specialist,65584,4,57,3,No,10,Master's,56,4
E01566,29,Female,Finance,3,Analyst,99782,5,98,3,Yes,4,Master's,21,2
E01567,50,Male,Finance,10,Manager,82484,2,72,4,Yes,28,Master's,27,4
E01568,53,Female,Sales,15,HR Specialist,103608,5,65,3,No,17,Master's,69,4
E01569,39,Male,Marketing,12,Manager,78347,2,63,1,Yes,15,High School,74,4
E01570,27,Female,HR,16,R&D Engineer,108047,3,67,3,No,27,Master's,79,5
E01571,39,Male,Marketing,19,R&D Engineer,116439,2,98,5,Yes,10,PhD,51,4
E01572,40,Male,IT,12,Developer,59895,1,74,1,Yes,7,Master's,36,2
E01573,43,Female,Sales,2,R&D Engineer,42074,3,65,2,Yes,8,High School,27,1
E01574,58,Male,Finance,8,R&D Engineer,104836,5,64,3,Yes,18,High School,48,4
E01575,53,Female,R&D,13,Manager,60186,2,93,5,Yes,16,PhD,40,2
E01576,24,Female,Sales,1,R&D Engineer,87636,5,100,1,No,11,Master's,29,1
E01577,49,Female,HR,2,HR Specialist,73358,4,74,4,No,2,Bachelor's,64,4
E01578,31,Female,IT,14,Analyst,84019,2,81,3,Yes,7,Master's,22,5
E01579,56,Female,Sales,4,Developer,103883,5,74,2,No,26,Bachelor's,32,3
E01580,50,Male,Sales,6,HR Specialist,104842,1,74,5,Yes,11,Bachelor's,28,5
E01581,36,Male,Sales,13,HR Specialist,117592,2,85,1,Yes,28,PhD,75,1
E01582,54,Male,Finance,9,HR Specialist,60163,1,57,4,No,19,Master's,20,5
E01583,28,Male,IT,16,Developer,71084,2,85,1,No,12,High School,31,5
E01584,33,Male,Finance,1,HR Specialist,59029,2,89,4,No,18,Master's,36,4
E01585,51,Male,Sales,9,R&D Engineer,53994,3,65,5,No,16,High School,59,5
E01586,42,Male,Finance,7,Analyst,78423,5,65,1,Yes,13,High School,73,4
E01587,52,Female,Finance,18,R&D Engineer,52137,5,55,1,No,5,Bachelor's,65,4
E01588,45,Female,HR,16,HR Specialist,89946,3,87,1,No,9,Master's,26,5
E01589,41,Female,Marketing,7,Sales Executive,85888,4,63,5,Yes,11,Master's,52,4
E01590,58,Male,Marketing,18,Manager,53039,3,70,1,No,16,Master's,74,3
E01591,25,Female,HR,9,Sales Executive,55452,5,74,1,Yes,28,Bachelor's,76,1
E01592,49,Male,HR,2,R&D Engineer,74835,4,93,1,No,7,High School,22,4
E01593,41,Male,R&D,5,Analyst,98208,5,77,3,No,26,High School,44,4
E01594,45,Male,Finance,9,Analyst,67376,4,55,1,No,6,Bachelor's,51,5
E01595,53,Female,R&D,4,Manager,98192,2,86,5,Yes,18,PhD,70,4
E01596,57,Female,Finance,16,Analyst,58367,1,59,5,Yes,2,PhD,29,5
E01597,55,Female,IT,3,Analyst,117413,3,95,1,No,7,PhD,64,1
E01598,57,Male,Marketing,6,HR Specialist,44965,4,56,4,Yes,23,PhD,62,2
E01599,23,Male,Finance,17,Manager,77211,5,60,1,No,14,Master's,50,5
